,Answer,End,Start,TextTitle,Titles,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
662,The 2 book's I read was Big Nate in a class himself and Big Nat strikes again. The 2 books have the same characters but different story's. In Big Nate in a class himself it's about Nate trying to get his fortune when he gets it. In Big Nat strikes again a nerd wins a flee-ball game for Nate when he hate's it.,"[51, 169]","[24, 142]",Big Nate: In a Class by Himself,"['Big Nate in a class himself', 'Big Nate in a class himself']",662,662.0,662.0
663,GHOST is similar because they both have sisters also both have an adventure  ghost they find a boy that gives ghost tours and sister they have an adventure in the car.,[132],[126],Sisters,['sister'],663,663.0,663.0
664,The part in Big Nate Flips Out where Francis keeps telling Nate the fact that he was a slob over and over again really bored me.,[31],[12],Big Nate Flips Out,['Big Nate Flips Out '],664,664.0,664.0
665,"The Lost Hero is about three kids who go on a quest to save Hera the goddesses marriage from the Titans in exchange for Jason's lost memory. In this book you will experience excitement, sadness, joy, and some other feelings, this book is a action packed novel.  If you liked this book a lot after reading it you can look up series.",[14],[0],The Lost Hero,['The Lost Hero '],665,665.0,665.0
666,In the beginning of Hatchet it says that Brian parents are getting a divorce and Brian can only see his dad during the summer so Brian want and the pilot let him dive.All Brian thought of was his mom how she was seeing anther guy.,[27],[20],Hatchet,['Hatchet'],666,666.0,666.0
667,"I think the movie Stuart Little would be a good movie to watch after reading Frindle because both of them, supposedly make no sense at all. I mean, a mouse talking, what the heck? Frindle, a new word meaning pen all of a sudden without any specific reason? Yet they both give good reasoning at the same tim and are very similar.",[84],[77],Frindle,['Frindle'],667,667.0,667.0
668,"It won't sound exciting and entertaining as it is told by the main character. It is because it was all about Pacy the main character in ""The Year of the Dog."" Also it is Pacy's story not her enemy's.",[156],[137],The Year of the Dog,['The Year of the Dog'],668,668.0,668.0
669,i belive that wonder is a good book title for this book because august  shows that he is a wonder to the world.but if i had to choose a knew title it would probably be august the wonder,[20],[14],Wonder,['wonder'],669,669.0,669.0
670,big nate is about a kid that is smart and he gets bulled by other kids.,[8],[0],Big Nate: The Crowd Goes Wild!,['big nate'],670,670.0,670.0
671,"I believe that SMILE is a  good title for this book because this book is all about Raina's teeth and how it, at times,  is difficult to smile. Another title could MAYBE be FRIENDS because it's all about friends, too. Raina has some friends that are super  unkind to her and some are kind.",[20],[15],Smile,['SMILE'],671,671.0,671.0
672,The book we're reading is Elijah of Buxton. In Chapter 5 Mr.Leroy was outside cutting wood and Elijah was coming back from fishing. Hes mom cocked the fish that Elijah coat then Elijah told Mr. Leroy that Elijah would get 2 fish to eat for dinner. I think that Mr.Leroy is taking all of he's anger on the trees.,[42],[26],Elijah of Buxton,['Elijah of Buxton'],672,672.0,672.0
673,I would like to watch Divergent because my friends had recommended to me. And it looks like a  good movie. Or I would watch Maze runner to get the full experience.,[136],[124],The Maze Runner,['Maze runner '],673,673.0,673.0
674,"I read  Llama Goes to School.  In Fourth Grade Rats, Joey was bullying Suds trying to make him change.  In Llama, she was bullied by a boy who took her toys and threw them in the sandbox where they got dirty.  Both of these books were about bullying and how to handle it.",[51],[34],Fourth Grade Rats,['Fourth Grade Rats'],674,674.0,674.0
675,Ungifted is a book about a boy named Donovan Curtis. Donaven    knocks down a statue at his school and gets in major trouble. He suddenly is sent to a school for gifted children. He ends up helping the kids at that school find their true personalty.,[8],[0],Ungifted,['Ungifted'],675,675.0,675.0
676,I thought  it should be Hound Dog True because it is a word that   is  not true It does not describe or say  that a hound dog is true it is just  that the sentence or word that you are saying is made up or not true.,[38],[24],Hound Dog True,['Hound Dog True'],676,676.0,676.0
677,"The narrator in holes is Stanley. Stanley is the main character in the book so, Louis Sachar wrote the book in Stanley´s perspective.",[21],[15],Holes,[' holes'],677,677.0,677.0
678,Well I am still reading Divergent and some of the violence is the same but there is a whole different plot than Harry Potter and the Chamber of Secerets.,[152],[112],Harry Potter and the Chamber of Secrets,['Harry Potter and the Chamber of Secerets'],678,678.0,678.0
679,My favorite person in Sisters is Raina because she is adventurous and acts just like me. The scene when Raina and her sister are fighting at the dinner table would be really different if Raina was not there. Everyone would be so joyful. Her family would have had a great dinner.,[29],[22],Sisters,['Sisters'],679,679.0,679.0
680,"My favorite character in the hunger games is Katniss. Katniss is the main character she is the most important character in the story. If you took her out the story her sister would go in the hunger games ,and the story would not make sense because if there is no main character it won't be a story.","[41, 203]","[25, 187]",The Hunger Games,"['the hunger games', 'the hunger games']",680,680.0,680.0
681,"I have not read anything like Hatchet before. I don't like survival books too much but why I read this is because I used to read it in 3rd grade. And because its a major grade, But there was a little book I read. It was fake but seems kinda like it, also it was more of a cartoon then real, so I can't really say much of how it and Hatchet are different.","[37, 339]","[30, 332]",Hatchet,"['Hatchet', 'Hatchet']",681,681.0,681.0
682,So Uncle Vernon and Hagrid had made a huge fuss of if Harry Potter would attend Hogwarts Witchcraft and Wizardry or not because Uncle Vernon was asked to take care of Harry because his parents was killed and Uncle Vernon and Aunt Petunia was the only family members he had left in his life that has the same exact blood type as him inside of his blood cells.,[],[],Harry Potter and the Sorcerer's Stone,[],682,682.0,682.0
683,"I would rather be friends with the main character in Stink: The Incredible Kid.  In this book, Stink became gigantic  and I have all ways wanted to be really tall and he also has a pet newt witch is kinda like a lizard  but it is way more slippery and slimey",[78],[53],Stink: The Incredible Shrinking Kid,['Stink: The Incredible Kid'],683,683.0,683.0
684,I ponder the theme of Tuck Everlasting is don't be who you aren't because on page 32 Tuck takes Winnie on a ride and he explains to her why he might think immortality would be amazing but he explains that immortality isn't really great.,[38],[22],Tuck Everlasting,['Tuck Everlasting'],684,684.0,684.0
685,"The hero in ""Harry Potter and the Goblet of Fire' was harry because he had to face Voldemort. He was smart and clever to do what he did, also to prevent himself from being killed, or even worse, murdered.",[48],[13],Harry Potter and the Goblet of Fire,['Harry Potter and the Goblet of Fire'],685,685.0,685.0
